index,genres,keywords,original_language,popularity,production_companies,release_date,runtime,tagline,title,vote_average,cast,director
511,Adventure Action Science Fiction,mutant marvel comic superhero based on comic book superhuman,en,4.66891,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Springwood Productions"", ""id"": 22969}, {""name"": ""Genetics Productions"", ""id"": 22970}]",13-07-2000,104,Evolution Begins,X-Men,6.8,Patrick Stewart Hugh Jackman Ian McKellen Halle Berry Famke Janssen,Bryan Singer
512,Action Thriller Crime,assassin loss of father secret society mission of murder revenge,en,73.82289,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""Kickstart Productions"", ""id"": 2526}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Top Cow Productions"", ""id"": 2528}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Ringerike Zweite Filmproduktion"", ""id"": 23955}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",19-06-2008,110,Choose your destiny.,Wanted,6.4,Angelina Jolie James McAvoy Morgan Freeman Thomas Kretschmann Terence Stamp,Timur Bekmambetov
513,Action Adventure Thriller,san francisco fbi gas attack alcatraz hostage situation,en,51.469576,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]",06-06-1996,136,Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.,The Rock,6.9,Sean Connery Nicolas Cage Ed Harris John Spencer David Morse,Michael Bay
514,Animation Family Comedy Adventure,mammoth sloth ice age barrier ice ice melting,en,85.115058,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]",23-03-2006,91,The Ice age is melting away.,Ice Age: The Meltdown,6.5,Ray Romano John Leguizamo Denis Leary Queen Latifah Seann William Scott,Carlos Saldanha
515,Comedy Romance,deja vu amnesia hawaii ladykiller romantic comedy,en,61.437586,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Flower Films (II)"", ""id"": 19813}]",13-02-2004,99,Imagine having to win over the girl of your dreams... every friggin' day.,50 First Dates,6.6,Adam Sandler Drew Barrymore Rob Schneider Sean Astin Lusia Strus,Peter Segal
516,Family Comedy Music Romance,races dream dance television tv show,en,31.160542,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Zadan / Meron Productions"", ""id"": 70994}]",13-07-2007,117,"When you follow your own beat, the world will follow you.",Hairspray,6.5,John Travolta Michelle Pfeiffer Christopher Walken James Marsden Queen Latifah,Adam Shankman
517,Horror Mystery Thriller,secret obsession exorcism remake priest,en,15.761384,"[{""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Dominion Productions"", ""id"": 36452}]",20-08-2004,114,Go back to where the horror began.,Exorcist: The Beginning,4.7,Stellan Skarsg\u00e5rd Izabella Scorupco James D'Arcy Julian Wadham Remy Sweeney,Renny Harlin
518,Action Adventure Comedy Family,gadget,en,17.561955,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""DiC Entertainment"", ""id"": 20477}]",23-07-1999,78,The greatest hero ever assembled.,Inspector Gadget,4.3,Matthew Broderick Rupert Everett Joely Fisher Michelle Trachtenberg Andy Dick,David Kellogg
519,Thriller Crime,paris bank secret fbi vault,en,71.124686,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""SOIXAN7E QUIN5E"", ""id"": 23271}, {""name"": ""See Me Louisiana"", ""id"": 23272}]",29-05-2013,115,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,Now You See Me,7.3,Jesse Eisenberg Mark Ruffalo Woody Harrelson M\u00e9lanie Laurent Isla Fisher,Louis Leterrier
520,Comedy,overweight swing foot convertible arrow,en,38.864027,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}]",24-06-2010,102,Boys will be boys. . . some longer than others.,Grown Ups,6,Adam Sandler Salma Hayek Maria Bello Steve Buscemi Maya Rudolph,Dennis Dugan
521,Comedy Drama,new york airport marriage proposal translation craftsman,en,57.753914,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]",17-06-2004,128,Life is waiting.,The Terminal,7,Tom Hanks Catherine Zeta-Jones Stanley Tucci Chi McBride Diego Luna,Steven Spielberg
522,Comedy Family,adoption puppy pitbull orphan foster home,en,13.25753,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}]",16-01-2009,100,No stray gets turned away.,Hotel for Dogs,5.7,Emma Roberts Jake T. Austin Don Cheadle Johnny Simmons Kyla Pratt,Thor Freudenthal
523,Action Adventure Thriller,himalaya pakistan climbing k2 mountaineering,en,13.318744,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}]",08-12-2000,124,The Mountain Will Decide.,Vertical Limit,5.9,Chris O'Donnell Robin Tunney Bill Paxton Scott Glenn Izabella Scorupco,Martin Campbell
524,Comedy Drama History,washington d.c. alcohol cia helicopter refugee camp,en,18.70031,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Participant Productions"", ""id"": 2030}, {""name"": ""Playtone Production"", ""id"": 2031}]",19-12-2007,102,Based on a true story. You think we could make all this up?,Charlie Wilson's War,6.5,Tom Hanks Philip Seymour Hoffman Julia Roberts Amy Adams Om Puri,Mike Nichols
525,Animation Action Comedy Family,fish hero mission of murder threat to death secret love,en,47.094369,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",20-09-2004,90,The story of what happens when one little fish tells a great white lie...,Shark Tale,5.8,Will Smith Robert De Niro Ren\u00e9e Zellweger Jack Black Angelina Jolie,Vicky Jenson
526,Drama,music record manager black people adultery soul,en,14.486311,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Laurence Mark Productions"", ""id"": 415}]",25-12-2006,134,One Dream Will Change Everything,Dreamgirls,6.6,Jamie Foxx Beyonc\u00e9 Knowles Eddie Murphy Danny Glover Jennifer Hudson,Bill Condon
527,Comedy Crime,baseball bat widow recording contract recording studio russian mafia,en,18.61472,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Nina Saxon Film Design"", ""id"": 1693}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",04-03-2005,118,Everyone is looking for the next big hit,Be Cool,5.4,John Travolta Uma Thurman Vince Vaughn Cedric the Entertainer Andr\u00e9 Benjamin,F. Gary Gray
528,Drama Action History Thriller,paris assassination israel hotel room 1970s,en,29.035222,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Peninsula Films"", ""id"": 682}, {""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]",22-12-2005,164,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,Munich,6.9,Eric Bana Daniel Craig Ciar\u00e1n Hinds Mathieu Kassovitz Hanns Zischler,Steven Spielberg
529,Action Drama War,u.s. army nigeria president,en,27.055085,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Michael Lobell Productions"", ""id"": 13473}]",07-03-2003,121,He was trained to follow orders. He became a hero by defying them.,Tears of the Sun,6.4,Bruce Willis Monica Bellucci Cole Hauser Eamonn Walker Johnny Messner,Antoine Fuqua
530,Action Comedy Thriller Romance,assassin,en,23.004607,"[{""name"": ""Katalyst Films"", ""id"": 817}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Aversano Films"", ""id"": 60022}]",04-06-2010,100,Perfect wife. Perfect target.,Killers,5.7,Katherine Heigl Ashton Kutcher Tom Selleck Catherine O'Hara Alex Borstein,Robert Luketic
531,Comedy Action Adventure,spy cold war remake based on tv series buddy cop,en,48.744209,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Wigram Productions"", ""id"": 23202}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]",13-08-2015,116,Saving the world never goes out of style.,The Man from U.N.C.L.E.,7.1,Henry Cavill Armie Hammer Alicia Vikander Elizabeth Debicki Luca Calvani,Guy Ritchie
532,Comedy,upper class mother single parent parents kids relationship wife husband relationship,en,14.209329,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",17-12-2004,130,Every family has a hero.,Spanglish,5.8,Adam Sandler T\u00e9a Leoni Paz Vega Cloris Leachman Shelbie Bruce,James L. Brooks
533,Animation Comedy Family Fantasy,monster secret toy children neighbor,en,36.368839,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}, {""name"": ""ImageMovers"", ""id"": 11395}]",21-07-2006,91,The House is . . . ALIVE!,Monster House,6.3,Ryan Newman Steve Buscemi Mitchel Musso Sam Lerner Spencer Locke,Gil Kenan
534,Action Comedy Crime Romance,prison,en,24.353302,"[{""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Empire Pictures"", ""id"": 1212}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Hyde Park Entertainment"", ""id"": 13816}, {""name"": ""Baltimore Spring Creek Productions"", ""id"": 16061}, {""name"": ""Lotus Pictures"", ""id"": 52944}]",12-10-2001,123,"Two's company, three's a crime.",Bandits,6.2,Bruce Willis Billy Bob Thornton Cate Blanchett Troy Garity William Converse-Roberts,Barry Levinson
535,Action Adventure Drama Romance,camelot knight king arthur excalibur knights of the round table,en,19.143321,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""First Knight Productions"", ""id"": 10158}]",07-07-1995,134,Their greatest battle would be for her love.,First Knight,5.9,Sean Connery Richard Gere Julia Ormond Ben Cross Liam Cunningham,Jerry Zucker
536,Drama History Romance,civil war father son relationship east india trading company traitor death penalty,en,13.327372,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]",16-12-1999,148,,Anna and the King,6.4,Jodie Foster Chow Yun-fat Bai Ling Tom Felton Randall Duk Kim,Andy Tennant
537,Fantasy Action Drama,poison army zeus poseidon spear,en,37.917002,"[{""name"": ""Virgin Produced"", ""id"": 8852}, {""name"": ""Mark Canton Productions"", ""id"": 11761}]",10-11-2011,110,The Gods need a hero.,Immortals,5.7,Mickey Rourke Kellan Lutz Isabel Lucas Henry Cavill Luke Evans,Tarsem Singh
538,Mystery Drama Thriller Crime,fbi kidnapping police operation home invasion hostage situation,en,23.663713,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Stratus Film Co."", ""id"": 11027}, {""name"": ""Syndicate Films International"", ""id"": 26947}, {""name"": ""Equity Pictures Medienfonds GmbH & Co. KG II"", ""id"": 26948}, {""name"": ""Hostage GmbH"", ""id"": 26949}]",09-03-2005,113,Every Second Counts,Hostage,6.2,Bruce Willis Kevin Pollak Jimmy Bennett Michelle Horn Ben Foster,Florent-Emilio Siri
539,Animation Action Science Fiction Family Adventure,monster galaxy dystopia space alien,en,14.44381,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""David Kirschner Productions"", ""id"": 11050}, {""name"": ""Fox Animation Studios"", ""id"": 11231}]",16-06-2000,94,"When Earth Ends, The Adventure Begins.",Titan A.E.,6.3,Matt Damon Bill Pullman Drew Barrymore John Leguizamo Nathan Lane,Gary Goldman
540,Action Adventure Comedy Thriller,rap music hitman,en,10.605084,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}]",09-06-2003,116,,Hollywood Homicide,5,Harrison Ford Josh Hartnett Lena Olin Bruce Greenwood Isaiah Washington,Ron Shelton
541,Action War Science Fiction,space marine dystopia alien planet genetic engineering,en,11.873856,"[{""name"": ""Impact Pictures"", ""id"": 248}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]",23-10-1998,99,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",Soldier,6.1,Kurt Russell Jason Scott Lee Jason Isaacs Connie Nielsen Sean Pertwee,Paul W.S. Anderson
542,Action Drama Horror Science Fiction Thriller,beach desperation infection survival biohazard,en,12.708963,"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Ivy Boy Productions"", ""id"": 4482}, {""name"": ""This Is That Productions"", ""id"": 10059}]",04-09-2009,84,"The rules are simple. You break them, you die...",Carriers,5.8,Lou Taylor Pucci Chris Pine Piper Perabo Emily VanCamp Christopher Meloni,\u00c0lex Pastor
543,Adventure Fantasy Animation Action Comedy,parallel world organ donation horniness agent aftercreditsstinger,en,8.098369,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Twitching Image Studio"", ""id"": 89626}]",23-02-2001,93,"If It Yells, If It Swings, It's Got To Be Monkeybone!",Monkeybone,4.3,Brendan Fraser Bridget Fonda John Turturro Chris Kattan Giancarlo Esposito,Henry Selick
544,Action Adventure Drama Thriller,robbery water gobi desert disaster airplane crash,en,20.374308,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Aldrich Group"", ""id"": 49478}, {""name"": ""Optional Pictures"", ""id"": 54004}]",17-12-2004,113,"Out of the ashes, hope will rise.",Flight of the Phoenix,5.7,Dennis Quaid Tyrese Gibson Giovanni Ribisi Miranda Otto Hugh Laurie,John Moore
545,Science Fiction Thriller Drama,father son relationship train accident comic book marriage crisis invulnerability,en,42.006908,"[{""name"": ""Limited Edition Productions Inc."", ""id"": 3683}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]",13-11-2000,106,Some things are only revealed by accident.,Unbreakable,6.9,Bruce Willis Samuel L. Jackson Robin Wright Spencer Treat Clark John Patrick Amedori,M. Night Shyamalan
546,Family Animation Adventure Comedy,assistant aftercreditsstinger duringcreditsstinger evil mastermind minions,en,875.581305,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]",17-06-2015,91,"Before Gru, they had a history of bad bosses",Minions,6.4,Sandra Bullock Jon Hamm Michael Keaton Allison Janney Steve Coogan,Kyle Balda
547,Action Fantasy Thriller,brothel fantasy asylum reality escape,en,39.127082,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Lennox House Films"", ""id"": 22119}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]",24-03-2011,110,You will be unprepared,Sucker Punch,5.9,Emily Browning Abbie Cornish Jena Malone Vanessa Hudgens Jamie Chung,Zack Snyder
548,Crime Mystery,casino political activism boxer mission of murder boxing match,en,20.790703,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DeBart"", ""id"": 2519}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",07-08-1998,98,Believe everything except your eyes.,Snake Eyes,5.8,Nicolas Cage Gary Sinise John Heard Carla Gugino Tamara Tunie,Brian De Palma
549,Science Fiction,ocean extraterrestrial technology space marine paranoia raumschiffabsturz,en,18.65988,"[{""name"": ""Punch Productions"", ""id"": 2154}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Baltimore Pictures"", ""id"": 11407}, {""name"": ""Constant c Productions"", ""id"": 23370}]",13-02-1998,134,"A thousand feet beneath the sea, the blackest holes are in the mind...",Sphere,5.8,Dustin Hoffman Sharon Stone Samuel L. Jackson Peter Coyote Liev Schreiber,Barry Levinson
550,Family Animation,island bird pig talking animal based on video game,en,45.720894,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Rovio Entertainment"", ""id"": 18642}, {""name"": ""Sony Pictures Imageworks (SPI)"", ""id"": 30692}, {""name"": ""Rovio Mobile"", ""id"": 50848}, {""name"": ""Rovio Animation"", ""id"": 91920}]",11-05-2016,97,Why so angry?,The Angry Birds Movie,5.9,Jason Sudeikis Josh Gad Danny McBride Maya Rudolph Bill Hader,Fergal Reilly
551,Romance Comedy Adventure,helicopter cemetery boat mexican standoff sword,en,21.789615,"[{""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}]",07-02-2008,112,This February True Love Takes a Dive.,Fool's Gold,5.4,Matthew McConaughey Kate Hudson Donald Sutherland Ewen Bremner Alexis Dziena,Andy Tennant
